,fid,max0,max1,max10,max11,max12,max13,max14,max15,max16,max17,max18,max19,max2,max20,max21,max22,max23,max24,max25,max26,max27,max28,max29,max3,max30,max4,max5,max6,max7,max8,max9,mean0,mean1,mean10,mean11,mean12,mean13,mean14,mean15,mean16,mean17,mean18,mean19,mean2,mean20,mean21,mean22,mean23,mean24,mean25,mean26,mean27,mean28,mean29,mean3,mean30,mean4,mean5,mean6,mean7,mean8,mean9,min0,min1,min10,min11,min12,min13,min14,min15,min16,min17,min18,min19,min2,min20,min21,min22,min23,min24,min25,min26,min27,min28,min29,min3,min30,min4,min5,min6,min7,min8,min9,std0,std1,std10,std11,std12,std13,std14,std15,std16,std17,std18,std19,std2,std20,std21,std22,std23,std24,std25,std26,std27,std28,std29,std3,std30,std4,std5,std6,std7,std8,std9
0,t1,0.9045307291671634,0.9045116082997993,0.829351224238053,0.8192813455825672,0.8194726421497762,0.8284138711169362,0.836898295674473,0.8409469006583095,0.8430464004632086,0.8491943150293082,0.8735645683482289,0.9615319133736193,0.9045410376274958,1.2346801282837987,1.664727529976517,1.9850471161771566,2.222969851922244,2.3755244030617177,2.4566140514798462,2.5155063839629292,2.5301518882624805,2.421727809123695,2.2921666596084833,0.9054560448275879,2.258347649127245,0.9122546442085877,0.9397894017165527,0.9515458011301234,0.9276656751753762,0.8831396632594988,0.843088471214287,0.2721272496626893,0.2721018497869659,0.09833795493290808,0.08133426848969862,0.06592969726961148,0.056093316307021475,0.0508101912339974,0.05040547991668104,0.055711286057886444,0.07181336243329192,0.12820517916597152,0.31074261745106335,0.2721430435533479,0.6076198792042111,0.9519041128751708,1.2544775278528204,1.4793857711736578,1.6214397607659081,1.6928747806128182,1.745991463359828,1.7710046407207405,1.7167034014900249,1.638589062821992,0.27177651272483044,1.6293248068993957,0.2686279024374352,0.25848881825075104,0.22952083034498283,0.18282603970353958,0.13886742645998806,0.11367958278768811,0.026715201729530236,0.026715482483268715,-0.010901981449933373,-0.02004467765073059,-0.029206682640506187,-0.03602284806402167,-0.03961794701899635,-0.03920181907596998,-0.03442064380942611,-0.02480649713834282,-0.005215608965954743,0.043079915711132344,0.02674545976697118,0.04236498734098859,0.04283648321143119,0.042323224577557994,0.04091218599205604,0.03939860647005844,0.03931452433607774,0.041719714525243035,0.04542557282547932,0.047901084701152286,0.04839379888653639,0.02636093091859948,0.04916290788241895,0.024256078442704165,0.024609976211650064,0.020782540352229262,0.011176778756421868,0.0005018924766773125,-0.0047751778761266905,0.11600544384783022,0.11601063527739167,0.16925600984089526,0.16405670491428137,0.15939872874356129,0.15683829948953562,0.15611386922566584,0.15663599014705715,0.1589275883388183,0.16665133729661422,0.1798582474334016,0.17196812721776614,0.11600014407026564,0.19062200832835058,0.2650661320438826,0.35521996746227846,0.42964660336085325,0.47766065652191536,0.5017006030732551,0.5199646632920386,0.5279868675553773,0.5067250496737188,0.47540980183396947,0.11700082095285169,0.4722308233483197,0.13047011097939937,0.14658891050113884,0.16012944150863223,0.17080997584625662,0.17658728730175455,0.1745611543592159
0,t10,0.9414588407380506,0.9414512031944469,0.8285164320841432,0.7933659360278398,0.7582211800618097,0.7303861320251599,0.7025766299339011,0.7167264530435205,0.7397020931821316,0.7796187944477424,0.8420454326551408,0.9338860474526882,0.9414723928784952,1.2123285550624132,1.4770077941939235,1.870862522860989,2.192972515709698,2.3793444209732115,2.4541962728835642,2.514095592778176,2.547832688316703,2.45831258315593,2.3366914275102317,0.9430587203241885,2.3174444986507297,0.9828608670504764,1.0226866758894175,1.0208366666920483,0.9834259322378784,0.9256748877232894,0.8582086359383538,0.2969802475749667,0.29696220343279023,0.12609948378718772,0.10073894933706405,0.07736029136253247,0.06203364403931598,0.05358242988426631,0.05156914675611538,0.056692300534993724,0.07637705765563059,0.14780761689567354,0.322929671503669,0.2969902058383221,0.6042901975899342,0.928854627047707,1.214591412745169,1.4249099302248052,1.552570054785769,1.6108897800173547,1.650687415573487,1.666020471498442,1.6124631610631208,1.538075593653227,0.29699661775392994,1.5236893644483138,0.2987190460204107,0.2942087016881951,0.2695534284661606,0.22405286898581628,0.17758855230792747,0.1478721012996022,0.03186385475419229,0.031849280319875106,-0.009350421751150861,-0.016415518563007936,-0.023682954866671935,-0.028786663919163402,-0.03111621879361337,-0.03038047991503845,-0.026732936479675118,-0.019817290303763002,-0.0043039595798290975,0.012039251416354091,0.03191441111630411,0.04460864591965219,0.06320139239687705,0.06814046399085782,0.07096752234065207,0.07201089962472906,0.07146333594573662,0.07100895349867642,0.07146143217687495,0.07321404141839594,0.07777816614543553,0.030487330153846415,0.08366426709108055,0.020082489390915725,0.016086960744360113,0.011395777139114216,0.0016346629190397977,-0.0015095051020352912,-0.0042498792445258005,0.11776890226032002,0.11777079695006151,0.13538923303672423,0.12738806605343,0.11959678823263203,0.11372889085020542,0.11029176894719106,0.10907679249451407,0.10974169282486199,0.11523295750329955,0.12407718917984979,0.1373710919275641,0.11776596705991622,0.20057343928131588,0.30781867272230534,0.4150438835353158,0.4969249192428203,0.544640162160493,0.5633754864632022,0.5747485731843601,0.5771538197240049,0.5536940699109689,0.5218353613161208,0.11861998987852178,0.5145099659207221,0.12921627644959827,0.13939344862752534,0.1450312645902176,0.14880177257133284,0.1500514959086115,0.14412235776983864
0,t100,0.9129317327169701,0.9129390000598505,1.2770660212263465,1.2502898960374296,1.1957355050835758,1.1684343656525016,1.1306848614476621,1.0678825320210308,1.0199555724393576,1.0169380041770637,1.0191417175810784,1.01719461241737,0.9129625298082829,1.1806220011785626,1.5268309290986508,1.7780929391738027,1.9733977809082717,2.19994129659608,2.3131873891688883,2.4142662785016,2.472448834683746,2.408202583901584,2.316775663755834,0.9193916622316465,2.3437979025766253,0.9914321217220277,1.055272797588259,1.1145055301021785,1.1616139952093363,1.1904056100174785,1.2517718002200127,0.2237618850166141,0.2237278820492139,0.09442331901767347,0.08400198577486047,0.07425669444278504,0.06750289094859788,0.06293223306909627,0.06042296916996921,0.060520286645581976,0.06570439630230776,0.08714445017303447,0.23245296420632222,0.2237790841535614,0.5064439262121874,0.8353280262907274,1.1331051371757965,1.361962657516302,1.5129445595068027,1.5951478745944931,1.657726840818853,1.6919754766760078,1.6530289487729921,1.5973068655150615,0.2238383066559213,1.6067067733502616,0.2222371458958734,0.20837638623215005,0.17646464168417264,0.13660727646265455,0.11127996401846373,0.1024091849160536,0.09375026902125683,0.09371529683994595,-0.021957637891318882,-0.03293781702814158,-0.04318323433108162,-0.050413066637702286,-0.0527461927922559,-0.050772528804372996,-0.044754043461580295,-0.03501316774782026,-0.01542255125423253,0.03348822894622572,0.09375336511584464,0.22214363707462326,0.21814920598990284,0.21504573588026688,0.21370265167206526,0.21474245545687154,0.21599983383202925,0.21779055762453936,0.21685256421915255,0.2073606045159977,0.19605380902066827,0.0930945408763364,0.19243130690301768,0.08333191864949185,0.06228867382014869,0.025769602823856985,-0.00289035231551793,-0.01029674996243557,-0.01459608369441412,0.12186755050689281,0.12187487614569038,0.24886671620392284,0.24742866390992244,0.2439147536099015,0.24012118543039296,0.23371728440459605,0.2230932383256996,0.21040801719721772,0.1997611898207392,0.1924191527340769,0.14857602971843983,0.12186363136010163,0.11831993381566706,0.20400002454623056,0.3188360911509053,0.4119970987018848,0.4728241488726672,0.50537853837055,0.5300275167059707,0.543670987692042,0.5294222527022985,0.5075787606703022,0.12349437998561572,0.5107145497979695,0.1460803304816868,0.1758816404990492,0.20531416955201434,0.2298231887826324,0.24334448641185605,0.24750387926810838
0,t101,0.8861693700309843,0.8861388069344684,1.271247684257105,1.2584182741120458,1.2262977729551494,1.1911985399201512,1.1448754179291427,1.0748888950329274,1.017295179888606,1.0001811882248148,0.9951280223904178,1.0697691896930337,0.8861461455235258,1.2493942328728735,1.4735011996235698,1.7727793790400028,2.0597547413781285,2.2780087869614363,2.3956166934221983,2.4968318846076727,2.5557032926008105,2.489406917244196,2.392388580366969,0.8924684505909681,2.411564919631928,0.9701718362048268,1.04807359399274,1.1277004855219275,1.1879012300632894,1.2283578631468117,1.2558244429528713,0.21991500173020384,0.21987756549559023,0.08946854881065201,0.07902885702940016,0.06907426702647436,0.06226686535460372,0.0576529932674726,0.055238121801243524,0.05575558612299286,0.06180016253239776,0.08606644693052695,0.2523139942196717,0.21993538583536032,0.554414539968954,0.9087734320906073,1.2208309290288177,1.4547025214125267,1.6059121217508592,1.6870776542585433,1.7511095413894413,1.786525144869744,1.7419282637786835,1.6767153610781476,0.21973771780678308,1.6836054986572249,0.21573646312432437,0.20086847804499008,0.1689720871159645,0.12852891974814756,0.10446269053103556,0.09660836945732361,0.06862776994239539,0.06864785621291958,-0.022440501845267136,-0.033803861668275204,-0.04458720127149718,-0.051379297889070585,-0.05376041699491907,-0.05157292560033966,-0.04559868686192203,-0.035732706666749436,-0.015298474098017323,0.038892430799023714,0.06866900151362643,0.21993643607129343,0.22835793514968827,0.21927195307216607,0.2115585650317371,0.20581541245337576,0.19991622932138853,0.19395582177094184,0.1871132482192479,0.17713411978911608,0.16852478837245144,0.06802988881827332,0.16416812778334133,0.061227662255987525,0.04942699992534472,0.018187685765951755,-0.0038827207140457176,-0.011028472314137616,-0.015352891894508502,0.11653597678136539,0.11654466112664198,0.24520977330383342,0.24439587565360046,0.24144508374755486,0.2379379203494185,0.23158869803264276,0.22085949346618342,0.20796621044131455,0.19723835343240387,0.19047235011969385,0.1461900052693227,0.11653153162220442,0.13383747073338995,0.23417800258415056,0.351069067691219,0.44228981852077487,0.5006740137333323,0.5316175424808104,0.5563146124901479,0.5700698217170624,0.5528804334128575,0.5261327578238381,0.11818850289968978,0.527531784031987,0.14144592153200594,0.17217458199643176,0.2021541912953537,0.2267345824200092,0.23941929534544257,0.24354565513169713
0,t102,0.9047860088758171,0.9047880085418001,1.172866000328213,1.1624707276932895,1.1307065174914896,1.103623392060399,1.0873881704173982,1.0553823518566787,1.0190856880508363,1.016547423787415,1.0161704672500491,1.010498978663236,0.9047824776498601,1.2388641955330968,1.6730414889752865,2.047798066865653,2.331281693186611,2.5057624420151114,2.639413305092603,2.753098353743553,2.8211724716238678,2.750848239287734,2.642890132032335,0.911011763731949,2.6654948727227747,0.9855952118523419,1.051738768350333,1.1110946058761328,1.138764884788543,1.1465821310412139,1.1563572864979506,0.21107584318902284,0.2110371477209545,0.0681903494037114,0.057578498578648794,0.048082902469866864,0.04201242700238284,0.038454719477864024,0.0376846753166198,0.04046066843814067,0.04947806201386244,0.08273343676024329,0.26630748541540195,0.21109712700389305,0.5864099040099968,0.9566151431160828,1.2777629102883186,1.5148465788519951,1.6657123234221158,1.7446875829012525,1.8069711724393853,1.840468692678912,1.7910855094211708,1.7196156541413128,0.21057531903752358,1.7238838733036097,0.2034342793210948,0.18697754826303126,0.15471528014679295,0.11270963551553992,0.08605291632796849,0.07607681349089047,0.06680847156530945,0.06678403106343467,-0.024255225940578384,-0.03755462709523272,-0.05049365401646355,-0.05896762495103758,-0.06201244371186476,-0.059934194112429395,-0.05309328319708584,-0.042037941042508464,-0.01615647606740822,0.04405266552203102,0.06680894272722071,0.22927050464204513,0.35635936609469354,0.36508301488356665,0.36125981248915195,0.3571828256244771,0.35377282404806465,0.3543253993848339,0.3536996853654273,0.3395741189015098,0.3192417342797853,0.06672933475783793,0.30653649294981733,0.06228626466327114,0.04386907201114809,0.014656365356131573,-0.003934158734409721,-0.012707311600024696,-0.01678682551937527,0.12279545494581313,0.12280350019004169,0.21650334723500886,0.21512560374770673,0.21313847014921322,0.21176207720057424,0.20897318320808383,0.20331872655631544,0.19613394234012818,0.19093872401751955,0.18924549433839954,0.1577646105559108,0.1227916066147494,0.15377436030786865,0.23110407426120042,0.3233574093083639,0.395778018175448,0.44245471293688104,0.46747726502695014,0.4887702312741897,0.5003182684028988,0.4816100222587647,0.45236021636337775,0.12427301455898418,0.4515787046379766,0.14464850619606273,0.17014857315676782,0.19303988077144116,0.21005939783054617,0.21674005636783225,0.2171169744621749
0,t103,0.9021133763017133,0.9020992643199861,1.2806463062297553,1.2590173175558448,1.212648797314614,1.1750843890476972,1.1306166895665228,1.0699567913543433,1.0218573831953108,1.021687694825232,1.0232233458664268,1.0191489728167653,0.9021294914418831,1.1818117836955935,1.5681234449148178,1.8797847595997155,2.164716860279441,2.4168307478539646,2.5518133491277695,2.656571739818901,2.7126520797610283,2.6371485446579754,2.5348085816949606,0.9080787177663296,2.567491990979761,0.9796010318677872,1.0501910937018692,1.1240776551421732,1.1761064571328461,1.2166251563467085,1.2646106949541718,0.23542418132563592,0.2353876655517373,0.12669068741090783,0.11542584931063474,0.1041383592838659,0.09601580486396616,0.08973657195904897,0.0852277769334501,0.08367726456623086,0.08875507236326943,0.11525923542085718,0.274142279278761,0.2354429797819917,0.5607174985471084,0.8959846052558871,1.1905189018739697,1.4108251144529542,1.552903610399592,1.6284269238533824,1.68756933605547,1.7197117642838546,1.676112475667654,1.6130748091488916,0.23549943709524968,1.618129308800027,0.23521121026110015,0.2258871613922725,0.19987763546786275,0.1640216295516779,0.14198999474989307,0.13403345402632982,0.0845218825415941,0.08453255143831484,-0.021683087878045626,-0.03251848544823588,-0.04450948660087306,-0.05326817195600597,-0.05617313004040625,-0.054201890525291674,-0.04797257308382541,-0.03743276912427973,-0.014404560495677288,0.056650118975085206,0.08453333559737075,0.23164338228525594,0.22483917741919868,0.2160690372402314,0.2073640063754283,0.20065368799259886,0.19483304265304469,0.19037185661727563,0.18541608165833168,0.17634112969972193,0.1676126801467035,0.08398959187616128,0.1647008876898326,0.07481607716181315,0.05450341278628912,0.018158087304982473,-0.003913168251074239,-0.010580210819171043,-0.014735271073732292,0.13492589003246713,0.1349355393968421,0.28355666050999845,0.2820137414841044,0.27767930507940725,0.2723994747704421,0.26365646491695083,0.2496453026248864,0.23291433741591588,0.21819051329934486,0.20750078099771888,0.15924583232464382,0.134921031768833,0.15823263952120972,0.2761869746771798,0.40662150128486385,0.5070155437442309,0.5704318090184725,0.6031533669487523,0.6288912634720845,0.6428132802049188,0.6228489328789456,0.5922971353177037,0.13688670131593572,0.592658625020394,0.16395921300328412,0.1989854136849662,0.2329635051886154,0.2611938270610601,0.27636026882194376,0.28175557793718276
0,t104,0.8854022931773216,0.8853776779724285,1.2849765829741955,1.2691277042031288,1.2349095426034182,1.1975092855282128,1.1416814855765551,1.071733075659722,1.016037866473198,1.001950790407136,0.9930240050889552,1.01254786842037,0.8853859392693266,1.249865131219849,1.452583487611264,1.7409263998270035,2.0517914560623467,2.301902651786804,2.4404647103510797,2.543646292760968,2.5970231727696955,2.5269562965258956,2.438534907065332,0.891302807838656,2.4807366034947336,0.9685593008762226,1.0493583576753736,1.1226668360177428,1.1862726781982929,1.2360703994054347,1.2687523250933737,0.2034456080923701,0.20341082338942695,0.059276331467253925,0.04954530234562059,0.040706560214492954,0.03482903592257043,0.03146940424031767,0.030879541937134606,0.033544807249019516,0.04155231978618021,0.06769144138712524,0.23403190944161145,0.20346506916985807,0.5289421487053434,0.8760907388547108,1.1845072128184926,1.418058678098633,1.570972807814047,1.6540536419989844,1.7182968990537444,1.7534315980503985,1.7106430459306616,1.6488495745209995,0.2030360555066868,1.6578515720199043,0.19659702974005566,0.17974830475591597,0.1465960303007211,0.10475200905536285,0.07679792270586369,0.06692990833917725,0.08723616666975431,0.08722078954451717,-0.0185483629029477,-0.02789345505516394,-0.039870913795311935,-0.04762492002919316,-0.049807228591816965,-0.04732273378613172,-0.04191962047480047,-0.033179190977534745,-0.015383632477096398,0.044455017196014524,0.08722182444762439,0.2293119819369167,0.24578365191700868,0.23813876989879645,0.2322323175612837,0.2284878228092566,0.22557349401176907,0.22373210298246704,0.22027259861351922,0.20993817737326026,0.19817930189310573,0.08707514559500851,0.1934069798735436,0.07619329312001355,0.05597281618975103,0.02279518903742428,-0.002722912534864008,-0.008305101141559135,-0.012287981338886311,0.09729764845861254,0.09730438408826371,0.19222639320989304,0.1908636220581106,0.18814907137594034,0.1856104881014543,0.18168420262811857,0.17532449703451505,0.16820871065029236,0.16379613330403328,0.16315385888744358,0.13069975497707456,0.09729368646154037,0.1200837148372409,0.19615329005625384,0.2899752382489108,0.3652038607394487,0.41448729334760054,0.44122683801361257,0.46263487238630385,0.47445588014322615,0.45973280370543806,0.4373599768617463,0.0985217528124748,0.440315617431745,0.11600268186607615,0.13917762125057154,0.16147061401399973,0.17968157053010697,0.1893763632019796,0.19178861472400346
0,t105,0.8663296770537272,0.8662993708858266,1.2401828730944544,1.2344655755441636,1.2085933359339833,1.180532953236252,1.13803271506913,1.0787797863595188,1.0171148378867656,0.9971704854397103,0.9820321591105312,1.07585178501904,0.8663054920034483,1.2498912510927767,1.5234039274509996,1.789296716451645,2.0198569861240685,2.2568804477341473,2.3887614239938557,2.488647304009646,2.5438858889974654,2.4821915039792657,2.396832420490682,0.8735846753697842,2.4274969063699245,0.9617613842710853,1.0496624729130417,1.1223584711551666,1.170358347473666,1.2119686491787434,1.2335873309057206,0.20556358142864706,0.2055282407904363,0.07943417393244848,0.06964572399557814,0.060415579718347046,0.05419392115888131,0.050283829436585666,0.04873236626338251,0.050005632251894125,0.0563953088273182,0.07834659230584465,0.22868250169812987,0.20558161524918017,0.5127210650875629,0.8493320701848766,1.149839274526471,1.3781119478463353,1.5275117287459636,1.6087639277635808,1.6718224360508702,1.7073836945077385,1.6695567979744341,1.6147556318843486,0.20546020078661742,1.6257690793857122,0.20182512334437608,0.18640090091668293,0.15408022451783218,0.11525269455705867,0.09418941422303115,0.08660559372701174,0.0636662808174151,0.06366333665937418,-0.022641395196842495,-0.03342496188270161,-0.043615209360723384,-0.051191451952036005,-0.053207731260044966,-0.05159613060823176,-0.04589479247078998,-0.03604444392840378,-0.015250379556164262,0.03858140465308679,0.06364706193562597,0.22567949612857774,0.24446725656162016,0.23806044747470878,0.2234957546752412,0.21186162607045844,0.2034579124301672,0.19875118730124086,0.19578146960702725,0.1900068815157283,0.18265767968841828,0.06385639807558618,0.17652687538065948,0.05934067490306916,0.04322323889937252,0.012508357116530533,-0.003673128521199942,-0.010773871452329331,-0.01523940964943904,0.1138069654653467,0.11381438150578181,0.23030861409209,0.2295202708926372,0.22685240818901056,0.22382150093908215,0.21831564679711907,0.20895254394593715,0.19775382623452725,0.18877849429201332,0.18452221384106923,0.14858769915938883,0.11380397175977687,0.13539518477783655,0.2227029819134589,0.33117726068911746,0.41847729438574416,0.4758493593691675,0.507121185151849,0.5318470736750972,0.5457364123215701,0.5303758696988377,0.506509926081326,0.11528324674628494,0.5092140298011664,0.1364022874159293,0.16494436145572436,0.1928701400338317,0.21503658087823183,0.2253991871408723,0.22882527327251878
0,t106,0.9147294571157545,0.9147248336812481,1.2507960807997733,1.2405368904583156,1.2122539703268558,1.1768139069899917,1.129791617160663,1.0723061838652939,1.020886403042823,1.0125980607699603,1.0111266802996397,1.049438850255683,0.9147466914728284,1.2572817511390895,1.5835338477045298,1.8682172081898898,2.0871863709762692,2.31723554385826,2.442310697864741,2.5454809507355094,2.603472178336233,2.530145397875458,2.4307028288021684,0.9209630244877189,2.4729940188117325,0.9905132474377751,1.0498010988812894,1.1195544234942645,1.169024288188666,1.2126606763340533,1.2407032286282629,0.20544255002799483,0.20540567496643058,0.0824101979770509,0.07256829894845272,0.0632724719263971,0.05708945328336465,0.053234848301898195,0.0519188162494853,0.053870644922052416,0.06184808637655114,0.08848053915650061,0.2511138343101138,0.20546169389982272,0.5481202243503454,0.8946314245011031,1.1983810715563825,1.42517928511749,1.5713330741670077,1.6494060657556235,1.7109010901338868,1.7452280184916007,1.703320992783488,1.6423508421610369,0.2052234400748879,1.6500979365775135,0.20088009451716227,0.18630807598861654,0.1556468216247267,0.11746460237095012,0.09667938872158124,0.08935491179631169,0.044025033072102815,0.04402465542079881,-0.021489989157998934,-0.03185499090250232,-0.04502600101113785,-0.053707171660789754,-0.056671113983611576,-0.054519930425158236,-0.048357200364989694,-0.03838763483508956,-0.015484769674003473,0.03661023670429131,0.04400099014310399,0.22056091646663845,0.24743800456053577,0.23982689279364422,0.23544384184060618,0.2331926056649536,0.23176677932497114,0.23282033181749284,0.23304972663754597,0.22595674221520312,0.21408239644370042,0.0434670358299627,0.20200381326139905,0.03896981797151966,0.03436910524396808,0.015468427218365832,-0.0038861116454427247,-0.01044345327954943,-0.014834052220976446,0.11268436474962563,0.11269190455266585,0.22767773534042576,0.2273132144284469,0.22534990399234045,0.22316746321348327,0.21865725936875924,0.2104222777613148,0.20034312546312277,0.19244562216248084,0.18954256343295428,0.1551048422489623,0.11268127605167914,0.15454411847814584,0.25125173675603596,0.3621942173846775,0.4491068812111612,0.5052166903342253,0.5353048075374821,0.5600320022740564,0.574009465956949,0.5563974109865356,0.5290019963797595,0.11419043618261318,0.5309006265023724,0.13559813440739443,0.16409870527332557,0.19170180543879795,0.21357672421323232,0.2233196322263311,0.22624548619607454
0,t107,0.9003830892033875,0.9004017700208351,1.2529354717116803,1.2344086086377501,1.1942355306819081,1.1495725510176271,1.0892720457632095,1.0421069115400314,1.0196911625098437,1.0039794456679374,1.0058143604546785,1.0092173842713237,0.9003626917256042,1.2441529789939523,1.4642749587073922,1.6892041706014425,1.8730111725162715,2.0988067565485835,2.222026522271335,2.31653652433306,2.3680042601190507,2.309988305903971,2.233184475917369,0.9061174611561,2.2715990114957094,0.9759542756946757,1.0517272227443755,1.11166179261636,1.143498099874705,1.203196985879913,1.2406642455607653,0.20356076715464944,0.2035304209220733,0.08532372988828348,0.07643266469276157,0.06826096806702617,0.06282202649938844,0.059459648765948066,0.05806670834214344,0.0589797075237904,0.0643848819554102,0.08421378720896211,0.2161890528802377,0.2035757176116607,0.4691067687904682,0.7734346492811319,1.0506023403439713,1.2654037016433164,1.4088547241047538,1.4883785739888267,1.5487200538447121,1.5827341510256958,1.5507163218755613,1.5052409543242993,0.20360651157568854,1.5191741510503127,0.20199368722647715,0.18911571251196657,0.1595409297465407,0.12303006484629085,0.10100249256348724,0.09248398124624072,0.07051861759100575,0.07052221552294213,-0.01878346472949488,-0.028136545271991054,-0.03886706650519045,-0.04595165658247424,-0.04885873221064685,-0.0472189644278842,-0.04167183265235508,-0.03375984278682154,-0.016388883959734812,0.02711571993859252,0.07050671227625571,0.1939024813764263,0.25211754359770566,0.2429096940322779,0.23419701310922392,0.2258985067019239,0.21965153026394546,0.21745184567407705,0.21634245646419004,0.21129043941618875,0.2059569760458544,0.07026056782342494,0.20686628698604181,0.0666265712789027,0.045906164195912424,0.013441433859043173,-0.0032361781352392427,-0.007959573073094361,-0.012033707889713696,0.11375428381545907,0.11376113394927309,0.22903073018830103,0.2281321325435648,0.22577976089645213,0.22346550504775883,0.21893466970064326,0.21071323189598745,0.20063536442087967,0.19249774794839855,0.18804085491662,0.15458006791327963,0.11375154000239852,0.13314883452441234,0.20506424274466847,0.30644718410294886,0.3913114733770018,0.448155134627962,0.47937549263042895,0.5033370976514695,0.5167553376189462,0.5036309797699114,0.4838189368851921,0.11528261118983985,0.4885018944529316,0.13665498293531209,0.16496208086056421,0.19231207865571628,0.2139288640002034,0.22460882803110663,0.22786477879778833
